"accession","X20181107_18.053_16_1_track16.x","X20181107_18.053_17_1_track17.x","X20181107_18.053_18_1_track18.x","X20181107_18.053_7_1_track7.x","X20181107_18.053_8_1_track8.x","X20181107_18.053_9_1_track9.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_16_1_track16.y","X20181107_18.053_17_1_track17.y","X20181107_18.053_18_1_track18.y","X20181107_18.053_7_1_track7.y","X20181107_18.053_8_1_track8.y","X20181107_18.053_9_1_track9.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659918735|emb|CDP48009.1|",9.01032232732038,8.8106982905764,8.74808394559671,8.48302699467947,8.53221793556386,8.46492536276258,"b83.a1.a1",0.0112555246776163,0.0534651261261762,"gi|659918735|emb|CDP48009.1| electron transfer oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.419785749780307,21,24,23,22,21,20,"b83.a1.a1","OK",0.662180180712472,0.887182734125555,"gi|659918735|emb|CDP48009.1| electron transfer oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.926470588235294
"gi|659918736|emb|CDP48010.1|",7.81650051007696,7.77477463495525,7.69213958963,7.70687228380919,7.83958783258399,7.72590667606385,"c332.a1.a1",0.950050193563681,0.980478847450062,"gi|659918736|emb|CDP48010.1| Menaquinone-specific isochorismate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",0.993922832962794,5,7,7,8,7,8,"c332.a1.a1","OK",0.536785342916768,0.837732381533177,"gi|659918736|emb|CDP48010.1| Menaquinone-specific isochorismate synthase [Propionibacterium freudenreichii subsp. freudenreichii]",1.21052631578947
"gi|659918738|emb|CDP48012.1|",7.05350267990663,7.32651786532753,7.07685147641798,7.10642281611214,7.85806847964897,5.57472426875501,"c514.a1.a1",0.675032716058731,0.789352772810613,"gi|659918738|emb|CDP48012.1| ABC transporter ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.91819012190191,3,4,4,4,4,4,"c514.a1.a1","OK",0.834801667160383,0.91028495461161,"gi|659918738|emb|CDP48012.1| ABC transporter ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.09090909090909
"gi|659918739|emb|CDP48013.1|",6.76239758416229,6.79291783407503,7.07908513010233,6.75048189203911,7.61167510041129,4.91754745339595,"c448.a1.a1",0.602936999432465,0.733130942706142,"gi|659918739|emb|CDP48013.1| Menaquinone biosynthesis methyltransferase ubiE [Propionibacterium freudenreichii subsp. freudenreichii]",1.94271186164616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918740|emb|CDP48014.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,6,6,6,"c437.a1.a1","OK",0.00056518105461685,0.00586790130405555,"gi|659918740|emb|CDP48014.1| nuclease (RecB family) [Propionibacterium freudenreichii subsp. freudenreichii]",6
"gi|659918741|emb|CDP48015.1|",7.10981146813238,7.29799268397343,7.5272863745976,6.15828022486254,7.88362029024311,5.85246953774392,"c670.a1.a1",0.350212444446503,0.527592773451874,"gi|659918741|emb|CDP48015.1| 1,4-dihydroxy-2-naphthoateoctaprenyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.18421065040729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918752|emb|CDP48026.1|",7.49859186867257,7.72393420949424,7.83815724870226,7.62517648812129,7.61845866746258,7.52243292438156,"c327.a1.a1",0.403131787272325,0.575902553246179,"gi|659918752|emb|CDP48026.1| Zinc-containing alcohol dehydrogenase superfamily [Propionibacterium freudenreichii subsp. freudenreichii]",0.763030670122732,4,4,5,7,6,5,"c327.a1.a1","OK",0.368124657427336,0.71787770031445,"gi|659918752|emb|CDP48026.1| Zinc-containing alcohol dehydrogenase superfamily [Propionibacterium freudenreichii subsp. freudenreichii]",1.38461538461538
"gi|659918756|emb|CDP48030.1|",6.95850525234254,7.37183459513392,7.78276030432691,6.83897722921953,7.49514887675068,6.91390849179349,"c447.a1.a1",0.412609859251849,0.580858539723477,"gi|659918756|emb|CDP48030.1| Transcriptional regulator, ArsR family [Propionibacterium freudenreichii subsp. freudenreichii]",0.49721356945922,3,6,6,5,6,6,"c447.a1.a1","OK",0.723587226430518,0.91028495461161,"gi|659918756|emb|CDP48030.1| Transcriptional regulator, ArsR family [Propionibacterium freudenreichii subsp. freudenreichii]",1.13333333333333
"gi|659918760|emb|CDP47778.1|",7.84831211069205,8.07871150423438,8.13648308944504,7.73858117834035,7.67217633047146,7.74338013802515,"c381.a1.a1",0.0290502406428194,0.102115997411123,"gi|659918760|emb|CDP47778.1| Hypothetical protein PFCIRM129_07345 [Propionibacterium freudenreichii subsp. freudenreichii]",0.480169374805732,7,7,7,7,7,6,"c381.a1.a1","OK",0.875889954194096,0.914667063795834,"gi|659918760|emb|CDP47778.1| Hypothetical protein PFCIRM129_07345 [Propionibacterium freudenreichii subsp. freudenreichii]",0.952380952380952
"gi|659918764|emb|CDP47782.1|",7.18911135830641,7.5097594909589,7.79724374994877,7.81077003481041,8.02773399000245,6.48318326250563,"c125.a1.a1",0.915342546961444,0.958300861439779,"gi|659918764|emb|CDP47782.1| Hypothetical protein PFCIRM129_07365 [Propionibacterium freudenreichii subsp. freudenreichii]",1.57760284966756,3,10,14,23,20,12,"c125.a1.a1","OK",0.00178736230529151,0.0152566073638376,"gi|659918764|emb|CDP47782.1| Hypothetical protein PFCIRM129_07365 [Propionibacterium freudenreichii subsp. freudenreichii]",2.03703703703704
"gi|659918769|emb|CDP47787.1|",7.82585769041493,7.85207827042427,7.94572722372697,8.03385195192504,8.30683154229501,7.81324068895082,"c177.a1.a1",0.296416685105319,0.471978457112149,"gi|659918769|emb|CDP47787.1| Hypothetical protein PFCIRM129_07390 [Propionibacterium freudenreichii subsp. freudenreichii]",1.66043660136567,7,9,10,15,14,13,"c177.a1.a1","OK",0.0512453422162314,0.216577030242321,"gi|659918769|emb|CDP47787.1| Hypothetical protein PFCIRM129_07390 [Propionibacterium freudenreichii subsp. freudenreichii]",1.61538461538462
"gi|659918774|emb|CDP47792.1|",9.61131669898296,9.46573623778989,9.31671903893429,8.73915065304731,8.65060827145343,8.77306576548605,"b59.a1.a1",0.00130193600051233,0.0151024576059431,"gi|659918774|emb|CDP47792.1| Cell envelope-related transcriptional attenuator [Propionibacterium freudenreichii subsp. freudenreichii]",0.174936222860864,25,29,27,29,25,28,"b59.a1.a1","OK",0.93756850477066,0.939190595609364,"gi|659918774|emb|CDP47792.1| Cell envelope-related transcriptional attenuator [Propionibacterium freudenreichii subsp. freudenreichii]",1.01234567901235
"gi|659918776|emb|CDP47794.1|",7.14213395000767,7.24376172615279,6.61320039057904,7.09394417546256,6.91297071597208,7.01633530639972,"c532.a1.a1",0.970170768546816,0.986829938068879,"gi|659918776|emb|CDP47794.1| Phosphoribosylaminoimidazole carboxylase ATPase subunit [Propionibacterium freudenreichii subsp. freudenreichii]",0.87261962490659,3,4,2,4,4,4,"c532.a1.a1","OK",0.511968739546085,0.822005500231885,"gi|659918776|emb|CDP47794.1| Phosphoribosylaminoimidazole carboxylase ATPase subunit [Propionibacterium freudenreichii subsp. freudenreichii]",1.33333333333333
"gi|659918777|emb|CDP47795.1|",7.63979643041306,7.69094904455409,8.06238592735117,7.96966703594945,8.6274985815652,7.21186395459635,"c157.a1.a1",0.763363762539476,0.860370279603821,"gi|659918777|emb|CDP47795.1| Peptidase S51 family protein, dipeptidase E [Propionibacterium freudenreichii subsp. freudenreichii]",2.56370600422128,3,15,13,18,18,14,"c157.a1.a1","OK",0.0339228654774381,0.158397896059973,"gi|659918777|emb|CDP47795.1| Peptidase S51 family protein, dipeptidase E [Propionibacterium freudenreichii subsp. freudenreichii]",1.61290322580645
"gi|659918789|emb|CDP47807.1|",6.45431586070697,6.71206410522947,6.80362738236518,6.55767302206619,7.12322645177855,4.64058299082322,"c557.a1.a1",0.508878592227183,0.660289895954734,"gi|659918789|emb|CDP47807.1| Maf-like protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.17921404760524,2,2,2,4,3,1,"c557.a1.a1","OK",0.592346843589968,0.853841547499271,"gi|659918789|emb|CDP47807.1| Maf-like protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.33333333333333
"gi|659918793|emb|CDP47811.1|",7.05509062517143,7.19504500990447,7.40726804538552,6.81877191689438,7.52229326790464,4.86195558607863,"c396.a1.a1",0.365584794204618,0.540916277139486,"gi|659918793|emb|CDP47811.1| Formamidopyrimidine-DNA glycosylase (DNA-formamidopyrimidine glycosylase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.760010327989297,5,5,5,6,5,5,"c396.a1.a1","OK",0.857450209572103,0.913880409076629,"gi|659918793|emb|CDP47811.1| Formamidopyrimidine-DNA glycosylase (DNA-formamidopyrimidine glycosylase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.06666666666667
"gi|659918794|emb|CDP47812.1|",8.55973914906779,8.43016058168847,8.28800017224131,8.61151514250846,8.652890714747,8.71000870180098,"b42.a1.a1",0.0498028324261003,0.148895066016176,"gi|659918794|emb|CDP47812.1| Acetyl-CoA carboxylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.65981540152888,28,30,30,34,34,32,"b42.a1.a1","OK",0.381308693249692,0.725880652750259,"gi|659918794|emb|CDP47812.1| Acetyl-CoA carboxylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.13636363636364
"gi|659918796|emb|CDP47814.1|",7.90478870794088,8.15704027242947,8.30752344098381,8.0321948841675,7.93472877034946,8.01537736030924,"c110.a1.a1",0.347376734038389,0.526053539797039,"gi|659918796|emb|CDP47814.1| Dihydroorotate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.696539242224119,15,18,17,22,14,16,"c110.a1.a1","OK",0.843017011677144,0.913880409076629,"gi|659918796|emb|CDP47814.1| Dihydroorotate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",1.04
"gi|659918797|emb|CDP47815.1|",9.0418288874908,8.76466538806846,8.4528124782892,8.6634540442439,9.10910268062222,8.87515005237533,"a1.a2.a1",0.576686057124196,0.711655134323476,"gi|659918797|emb|CDP47815.1| Pyruvate:ferredoxin (Flavodoxin) oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",1.26955058157236,50,56,49,67,62,60,"a1.a2.a1","OK",0.0665568674433965,0.259970466330195,"gi|659918797|emb|CDP47815.1| Pyruvate:ferredoxin (Flavodoxin) oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",1.21935483870968
"gi|659918799|emb|CDP47817.1|",6.53441408730583,6.34410851133609,6.58684482265553,7.41456222767596,7.15424183726996,7.3276063988179,"c216.a1.a1",0.00158797885538407,0.0158750770526088,"gi|659918799|emb|CDP47817.1| zinc-binding dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",6.47800276729426,1,4,4,12,7,5,"c216.a1.a1","OK",0.00781737535479831,0.0497391245102002,"gi|659918799|emb|CDP47817.1| zinc-binding dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",2.66666666666667
"gi|659918812|emb|CDP47830.1|",8.4168537651024,8.58577501339001,8.57896932135323,7.98870751379292,7.89975661316688,8.02552329244659,"c294.a1.a1",0.00112929004642523,0.014576704738301,"gi|659918812|emb|CDP47830.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.275788317154309,9,12,12,12,12,11,"c294.a1.a1","OK",0.808351605989461,0.91028495461161,"gi|659918812|emb|CDP47830.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.06060606060606
"gi|659918826|emb|CDP47844.1|",7.49640698958651,7.36151710142688,7.90151969401841,7.02382236151255,7.14606171139949,6.74733453549651,"c256.a1.a1",0.0376115542472823,0.125371847490941,"gi|659918826|emb|CDP47844.1| Phospholipase D/Transphosphatidylase [Propionibacterium freudenreichii subsp. freudenreichii]",0.224900750857246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918830|emb|CDP47848.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,3,3,2,"c610.a1.a1","OK",0.124619494554299,0.392145039929017,"gi|659918830|emb|CDP47848.1| iron ABC transport system, solute-binding protein precursor [Propionibacterium freudenreichii subsp. freudenreichii]",2.66666666666667
"gi|659918834|emb|CDP47852.1|",7.77166610066748,7.69454020994659,8.48191908892194,7.02134203941267,7.91228706272503,7.40067854308807,"c485.a1.a1",0.209173453152158,0.386371346586789,"gi|659918834|emb|CDP47852.1| Possible stress-response transcriptional regulator protein PspC [Propionibacterium freudenreichii subsp. freudenreichii]",0.284932840175269,4,3,3,5,3,3,"c485.a1.a1","OK",0.827227193567807,0.91028495461161,"gi|659918834|emb|CDP47852.1| Possible stress-response transcriptional regulator protein PspC [Propionibacterium freudenreichii subsp. freudenreichii]",1.1
"gi|659918835|emb|CDP47853.1|",6.80511106308049,7.17798314694583,7.40473338387339,7.2005306985561,7.12903179992844,4.99896330736131,"c346.a1.a1",0.407891915370099,0.579846350281023,"gi|659918835|emb|CDP47853.1| NADPH:quinone reductase related Zn-dependent oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.628207092881775,5,9,9,10,8,4,"c346.a1.a1","OK",0.881492610704793,0.914667063795834,"gi|659918835|emb|CDP47853.1| NADPH:quinone reductase related Zn-dependent oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.956521739130435
"gi|659918841|emb|CDP47859.1|",8.45970714050243,8.78297468440089,8.99430011323841,7.80859634709644,8.08868482301142,7.40210965388303,"c212.a1.a1",0.0179331350777289,0.0712412215416626,"gi|659918841|emb|CDP47859.1| binding protein of ribose ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.112788359384673,9,13,13,13,5,7,"c212.a1.a1","OK",0.19566091656784,0.506763029985248,"gi|659918841|emb|CDP47859.1| binding protein of ribose ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.714285714285714
"gi|659918842|emb|CDP47860.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,0,0,"c526.a1.a1","OK",0.0461388210282606,0.200859980265887,"gi|659918842|emb|CDP47860.1| arabinose operon repressor [Propionibacterium freudenreichii subsp. freudenreichii]",0.3
"gi|659918847|emb|CDP47865.1|",4.59508555726422,7.21485478075147,7.72911046222473,7.14894091798716,7.20454832848434,5.66821498963241,"c582.a1.a1",0.89010417857939,0.94553191131144,"gi|659918847|emb|CDP47865.1| Cysteine synthase 1 [Propionibacterium freudenreichii subsp. freudenreichii]",0.436544845394669,1,2,2,3,3,2,"c582.a1.a1","OK",0.403258825851065,0.745964409481685,"gi|659918847|emb|CDP47865.1| Cysteine synthase 1 [Propionibacterium freudenreichii subsp. freudenreichii]",1.6
"gi|659918848|emb|CDP47866.1|",7.77793296959628,7.98432902635728,8.60647796864008,7.06435745017548,8.08716914957806,7.42141297179128,"c271.a1.a1",0.199291066964297,0.375131075876428,"gi|659918848|emb|CDP47866.1| Serine acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.285831919446795,3,10,10,6,7,4,"c271.a1.a1","OK",0.341870143909831,0.685600657864063,"gi|659918848|emb|CDP47866.1| Serine acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.739130434782609
"gi|659918850|emb|CDP47868.1|",7.84797823421135,7.7557794966893,7.53742056227287,6.61805269767115,6.41193482668768,6.48939945674434,"c653.a1.a1",0.000391132769976782,0.00951624469179254,"gi|659918850|emb|CDP47868.1| Hypothetical protein PFCIRM129_07805 [Propionibacterium freudenreichii subsp. freudenreichii]",0.0606339166500507,3,3,3,2,2,3,"c653.a1.a1","OK",0.616614147034421,0.868660805676229,"gi|659918850|emb|CDP47868.1| Hypothetical protein PFCIRM129_07805 [Propionibacterium freudenreichii subsp. freudenreichii]",0.777777777777778
"gi|659918851|emb|CDP47869.1|",8.00395982935501,8.01457151365745,8.30973461658748,7.54308740509859,7.81809515616981,7.46013582363714,"c300.a1.a1",0.0271131929024781,0.098026185964275,"gi|659918851|emb|CDP47869.1| Hypothetical protein PFCIRM129_07810 [Propionibacterium freudenreichii subsp. freudenreichii]",0.317232702672322,6,9,8,8,8,5,"c300.a1.a1","OK",0.762984991468175,0.91028495461161,"gi|659918851|emb|CDP47869.1| Hypothetical protein PFCIRM129_07810 [Propionibacterium freudenreichii subsp. freudenreichii]",0.91304347826087
"gi|659918854|emb|CDP47872.1|",8.3469123860262,8.07277164189811,7.96060867166748,7.89691405742941,8.06141627189828,7.86611756119621,"b54.a1.a1",0.226533739033427,0.402094841709546,"gi|659918854|emb|CDP47872.1| Inosine-5-monophosphate dehydrogenase (IMP dehydrogenase) (IMPDH) (IMPD) / GMP reductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.619492121148324,3,4,6,38,29,23,"b54.a1.a1","OK",8.77221800316187e-16,5.07911422383072e-13,"gi|659918854|emb|CDP47872.1| Inosine-5-monophosphate dehydrogenase (IMP dehydrogenase) (IMPDH) (IMPD) / GMP reductase [Propionibacterium freudenreichii subsp. freudenreichii]",6.92307692307692
"gi|659918855|emb|CDP47873.1|",9.06213757279865,8.99490600691756,8.8942701020738,8.51532951587886,8.31503624607562,8.43360689416798,"b77.a1.a1",0.00176899267222824,0.0160564282824091,"gi|659918855|emb|CDP47873.1| Inosine-5-monophosphate dehydrogenase (IMP dehydrogenase) (IMPDH) (IMPD) / GMP reductase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.275297999194344,20,21,20,26,25,25,"b77.a1.a1","OK",0.199554353776574,0.506763029985248,"gi|659918855|emb|CDP47873.1| Inosine-5-monophosphate dehydrogenase (IMP dehydrogenase) (IMPDH) (IMPD) / GMP reductase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.24590163934426
"gi|659918856|emb|CDP47874.1|",9.87154914851834,9.74955147887401,9.592773731272,9.41692965717864,9.09312995261219,9.09903137728205,"a9.a2.a1",0.0162304250156619,0.0680336662831155,"gi|659918856|emb|CDP47874.1| 60 kDa chaperonin 1 (Protein Cpn60 1) (groEL protein 1) (Heat shock protein 60 1) [Propionibacterium freudenreichii subsp. freudenreichii]",0.300898655270361,54,61,58,64,57,57,"a9.a2.a1","OK",0.789557883536698,0.91028495461161,"gi|659918856|emb|CDP47874.1| 60 kDa chaperonin 1 (Protein Cpn60 1) (groEL protein 1) (Heat shock protein 60 1) [Propionibacterium freudenreichii subsp. freudenreichii]",1.02890173410405
"gi|659918858|emb|CDP47876.1|",7.87915468366546,8.03002548412028,8.19589848332269,7.73410226729509,8.21127008753213,6.3107169040971,"c339.a1.a1",0.346469006461182,0.526052418187135,"gi|659918858|emb|CDP47876.1| binding protein of choline ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.644114581641444,6,6,8,8,8,6,"c339.a1.a1","OK",0.757576322542556,0.91028495461161,"gi|659918858|emb|CDP47876.1| binding protein of choline ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",1.1
"gi|659918860|emb|CDP47878.1|",7.61168351379182,7.62274840738456,7.45527737315274,7.45367568193383,7.27775138929219,7.61406862404765,"c270.a1.a1",0.360302462592989,0.534464011007502,"gi|659918860|emb|CDP47878.1| ATP-binding protein opuCA of Glycine betaine/carnitine/choline ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.794613402274433,5,10,9,10,11,10,"c270.a1.a1","OK",0.34457649643945,0.685600657864063,"gi|659918860|emb|CDP47878.1| ATP-binding protein opuCA of Glycine betaine/carnitine/choline ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]",1.29166666666667
"gi|659918867|emb|CDP47885.1|",7.87880535688386,8.08506001172873,8.26454310156127,7.50026277133349,7.54636045889718,7.52847264640367,"c238.a1.a1",0.00798793558390893,0.0437075720628979,"gi|659918867|emb|CDP47885.1| Putative O-sialoglycoprotein endopeptidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.263905931951699,6,11,12,13,8,6,"c238.a1.a1","OK",0.789246145235807,0.91028495461161,"gi|659918867|emb|CDP47885.1| Putative O-sialoglycoprotein endopeptidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.931034482758621
